EE #,Job Title,Current Employment Status,Project Code,Original Hire Date,Last Hire Date,LOS in Days,Termination Date,Reason Code,Left,Fired
313492,Electrician Renewables,T,55304,09/07/2023,09/07/2023,40,10/17/2023,Lack of Work,0,0
313504,Laborer Renewables,T,55105,09/12/2023,09/12/2023,502,01/26/2025,Lack of Work,0,0
313528,Laborer Renewables,T,55107,10/06/2023,10/06/2023,223,05/16/2024,Other Job,1,0
313608,Foreman Renewables,T,55301,09/11/2023,09/11/2023,36,10/17/2023,Lack of Work,0,0
313623,Laborer Renewables,T,55081,09/21/2023,09/21/2023,44,11/04/2023,Lack of Work,0,0
313640,Electrician Renewables,T,55117,09/11/2023,11/06/2024,27,12/03/2024,Resignation,1,0
313647,Electrician Renewables,T,55303,09/12/2023,09/12/2023,16,09/28/2023,Lack of Work,0,0
313651,Electrician Renewables,T,55303,09/12/2023,09/12/2023,52,11/03/2023,Lack of Work,0,0
313687,Operator Renewables,T,55143,09/14/2023,09/14/2023,452,12/09/2024,Lack of Work,0,0
313715,Electrician Renewables,T,55303,09/12/2023,09/12/2023,59,11/10/2023,Lack of Work,0,0
313742,Electrician Renewables,T,55117,09/14/2023,08/27/2024,150,01/24/2025,Lack of Work,0,0
313744,Helper Renewables,T,55301,09/14/2023,09/14/2023,33,10/17/2023,Lack of Work,0,0
313764,Laborer Renewables,A,55105,09/20/2023,09/20/2023,526,,,0,0
313772,Laborer Renewables,A,55123,09/20/2023,09/20/2023,526,,,0,0
313835,Laborer Renewables,T,55105,09/20/2023,09/20/2023,378,10/02/2024,Resignation,1,0
313841,Project Coordinator,A,,09/25/2023,09/25/2023,521,,,0,0
313871,Laborer Renewables,T,55076,09/19/2023,09/19/2023,36,10/25/2023,Lack of Work,0,0
313877,Laborer Renewables,T,55075,09/19/2023,09/19/2023,36,10/25/2023,Lack of Work,0,0
313899,Electrician Renewables,T,55302,09/18/2023,01/03/2024,0,01/03/2024,Lack of Work,0,0
313934,Laborer Renewables,T,55303,09/20/2023,09/20/2023,15,10/05/2023,Employment Eligibility,0,0
309957,Operator Renewables,A,55113,03/06/2024,03/06/2024,358,,,0,0
309980,Laborer Renewables,T,55305,06/15/2023,06/15/2023,43,07/28/2023,Other Job,1,0
310069,Quality Site Technician,T,,06/26/2023,06/26/2023,186,12/29/2023,Other Job,1,0
310101,Laborer Renewables,T,55076,06/20/2023,06/20/2023,44,08/03/2023,Personal/Family,1,0
310112,Helper Renewables,T,55101,06/20/2023,11/14/2023,212,06/13/2024,Excessive Absenteeism,0,1
310150,Laborer Renewables,A,55143,06/19/2023,06/19/2023,619,,,0,0
310165,Laborer Renewables,T,55117,06/22/2023,06/11/2024,160,11/18/2024,Lack of Work,0,0
310175,Laborer Renewables,T,55076,06/20/2023,06/20/2023,35,07/25/2023,No Call-No Show,0,1
310258,Laborer Renewables,T,55076,06/28/2023,06/28/2023,9,07/07/2023,Personal/Family,1,0
310267,Laborer Renewables,T,55093,06/27/2023,06/27/2023,24,07/21/2023,Resignation,1,0
310298,Laborer Renewables,A,55087,06/27/2023,06/27/2023,611,,,0,0
310314,Laborer Renewables,T,55085,07/06/2023,07/06/2023,55,08/30/2023,Resignation,1,0
310346,Operator Renewables,T,55094,06/27/2023,06/27/2023,287,04/09/2024,Policy Viol-Other,0,0
310348,Operator Renewables,A,55138,06/29/2023,11/02/2023,483,,,0,0
310354,Laborer Renewables,T,55103,07/06/2023,02/08/2024,127,06/14/2024,No Call-No Show,0,1
310381,Laborer Renewables,T,55100,06/28/2023,02/08/2024,309,12/13/2024,Lack of Work,0,0
310382,Laborer Renewables,T,55094,06/28/2023,02/27/2024,270,11/23/2024,Lack of Work,0,0
310387,Operator Renewables,A,55143,06/29/2023,10/09/2024,141,,,0,0
310391,Laborer Renewables,T,55093,06/29/2023,06/29/2023,16,07/15/2023,No Call-No Show,0,1
310405,Helper Renewables,T,55307,06/26/2023,06/26/2023,35,07/31/2023,Resignation,1,0
310408,Electrician Renewables,T,55303,06/26/2023,06/26/2023,112,10/16/2023,Policy Viol-Safety,0,1
310422,Helper Renewables,T,55302,06/26/2023,01/18/2024,64,03/22/2024,Lack of Work,0,0
310430,Gen Foreman Renewables 3,A,55091,07/10/2023,07/10/2023,598,,,0,0
310431,Laborer Renewables,T,55090,07/06/2023,07/06/2023,15,07/21/2023,Performance,0,1
310465,Contracts Specialist,A,,07/10/2023,07/10/2023,598,,,0,0
310508,Laborer Renewables,A,55086,07/06/2023,02/06/2024,387,,,0,0
310509,Laborer Renewables,T,55090,07/06/2023,07/06/2023,15,07/21/2023,Performance,0,1
308972,Field Engineer,A,55137,06/19/2023,01/20/2025,38,,,0,0
308980,Laborer Renewables,T,55143,05/23/2023,05/23/2023,566,12/09/2024,Lack of Work,0,0
308981,Laborer Renewables,T,55093,05/23/2023,05/23/2023,101,09/01/2023,Personal/Family,1,0
308991,Logistics Coordinator,A,55088,06/05/2023,06/03/2024,269,,,0,0
309023,Laborer Renewables,T,55085,05/18/2023,05/18/2023,56,07/13/2023,Personal/Family,1,0
309026,Laborer Renewables,A,55123,05/18/2023,01/21/2025,37,,,0,0
309059,Laborer Renewables,T,55117,05/23/2023,04/23/2024,152,09/22/2024,Lack of Work,0,0
309068,Laborer Renewables,T,55085,05/22/2023,05/22/2023,108,09/07/2023,Personal/Family,1,0
309079,Laborer Renewables,T,55090,05/23/2023,05/23/2023,36,06/28/2023,Performance,0,1
309083,Laborer Renewables,T,55093,05/25/2023,05/25/2023,173,11/14/2023,Lack of Work,0,0
309101,Laborer Renewables,T,55100,05/23/2023,05/23/2023,569,12/12/2024,Lack of Work,0,0
309117,Laborer Renewables,A,55094,05/22/2023,01/25/2024,399,,,0,0
309118,Laborer Renewables,T,55085,05/22/2023,05/22/2023,149,10/18/2023,Lack of Work,0,0
309124,Laborer Renewables,T,55085,05/22/2023,05/22/2023,152,10/21/2023,Lack of Work,0,0
309126,Laborer Renewables,A,55123,05/25/2023,05/14/2024,289,,,0,0
309129,Foreman Renewables,A,55086,05/30/2023,01/23/2024,401,,,0,0
309145,Laborer Renewables,T,55090,05/23/2023,05/23/2023,136,10/06/2023,Resignation,1,0
309146,Laborer Renewables,T,55081,05/23/2023,09/07/2023,50,10/27/2023,Lack of Work,0,0
309166,Laborer Renewables,T,55100,05/22/2023,02/06/2024,285,11/17/2024,Lack of Work,0,0
309194,Logistics Foreman,A,55138,05/25/2023,11/16/2023,469,,,0,0
309260,Laborer Renewables,T,55085,05/23/2023,05/23/2023,35,06/27/2023,Resignation,1,0
309262,Helper Renewables,T,55085,05/23/2023,05/23/2023,120,09/20/2023,No Call-No Show,0,1
309292,Laborer Renewables,T,55094,05/25/2023,05/25/2023,372,05/31/2024,Resignation,1,0
309316,Foreman Renewables,A,55120,05/26/2023,08/06/2024,205,,,0,0
309325,Field Engineer 2,A,55126,06/05/2023,06/05/2023,633,,,0,0
309355,Laborer Renewables,T,55085,05/30/2023,05/30/2023,31,06/30/2023,Resignation,1,0
309379,Helper Renewables,T,55304,05/30/2023,09/26/2023,21,10/17/2023,Lack of Work,0,0
313182,Laborer Renewables,T,55085,08/31/2023,08/31/2023,48,10/18/2023,Lack of Work,0,0
313216,Laborer Renewables,T,55085,09/05/2023,09/05/2023,43,10/18/2023,Lack of Work,0,0
313230,Helper Renewables,T,55301,08/30/2023,01/03/2024,104,04/16/2024,Lack of Work,0,0
313231,Helper Renewables,T,55304,08/30/2023,08/30/2023,90,11/28/2023,Lack of Work,0,0
313275,Electrician Renewables,T,55304,08/31/2023,08/31/2023,78,11/17/2023,Lack of Work,0,0
313298,Laborer Renewables,T,55075,09/06/2023,09/06/2023,19,09/25/2023,Resignation,1,0
313304,Truck Driver Renewables,T,55105,09/06/2023,11/18/2024,57,01/14/2025,Resignation,1,0
313314,Laborer Renewables,T,55075,09/06/2023,09/06/2023,19,09/25/2023,Resignation,1,0
313346,Laborer Renewables,A,55105,09/06/2023,02/20/2024,373,,,0,0
313356,Laborer Renewables,T,55085,09/05/2023,09/05/2023,63,11/07/2023,Lack of Work,0,0
313384,Laborer Renewables,T,55310,09/06/2023,09/06/2023,43,10/19/2023,Lack of Work,0,0
313399,Laborer Renewables,T,55089,09/13/2023,09/13/2023,141,02/01/2024,Performance,0,1
313405,Electrician Renewables,T,55304,09/05/2023,09/05/2023,42,10/17/2023,Lack of Work,0,0
313412,Electrician Renewables,T,55117,09/05/2023,08/27/2024,17,09/13/2024,Lack of Work,0,0
313436,Laborer Renewables,T,55097,09/07/2023,09/07/2023,91,12/07/2023,No Call-No Show,0,1
313490,Gen Foreman Renewables,T,55117,09/07/2023,04/04/2024,89,07/02/2024,Lack of Work,0,0
313539,Field Admin,T,55308,09/25/2023,09/25/2023,66,11/30/2023,No Call-No Show,0,1
313572,Helper Renewables,T,55094,09/12/2023,09/12/2023,441,11/26/2024,Lack of Work,0,0
313581,Operator Renewables,A,55808,09/14/2023,02/26/2025,1,,,0,0
313614,Field Engineer,T,55100,09/25/2023,09/25/2023,256,06/07/2024,Other Job,1,0
313615,Helper Renewables,A,55091,09/14/2023,09/14/2023,532,,,0,0
313622,Field Engineer,A,55117,10/09/2023,10/09/2023,507,,,0,0
313633,Laborer Renewables,T,55103,09/13/2023,04/23/2024,101,08/02/2024,Lack of Work,0,0
313645,Electrician Renewables,T,55303,09/12/2023,09/12/2023,59,11/10/2023,Lack of Work,0,0
313663,Electrician Renewables,T,55302,09/13/2023,02/19/2024,32,03/22/2024,Lack of Work,0,0
313714,Laborer Renewables,T,55081,09/14/2023,09/14/2023,51,11/04/2023,Lack of Work,0,0
310522,Laborer Renewables,T,55090,07/06/2023,07/06/2023,15,07/21/2023,Performance,0,1
310538,Laborer Renewables,T,55105,07/06/2023,07/06/2023,596,02/21/2025,Lack of Work,0,0
310563,Helper Renewables,T,55093,07/06/2023,07/06/2023,84,09/28/2023,Other Job,1,0
310581,Laborer Renewables,T,55085,07/06/2023,07/06/2023,29,08/04/2023,Other Job,1,0
310619,Laborer Renewables,T,55093,07/06/2023,07/06/2023,36,08/11/2023,Resignation,1,0
310638,Laborer Renewables,T,55096,07/06/2023,06/26/2024,28,07/24/2024,Personal/Family,1,0
310642,Laborer Renewables,T,55090,07/11/2023,07/11/2023,10,07/21/2023,Performance,0,1
310645,Laborer Renewables,T,55090,07/06/2023,07/06/2023,1,07/07/2023,No Call-No Show,0,1
310646,Laborer Renewables,T,55122,07/06/2023,07/06/2023,519,12/06/2024,Seasonal Layoff,0,1
310660,Laborer Renewables,T,55101,07/06/2023,02/14/2024,275,11/15/2024,Lack of Work,0,0
310743,Laborer Renewables,A,55109,07/11/2023,07/11/2023,597,,,0,0
310767,Laborer Renewables,T,55093,07/11/2023,07/11/2023,294,04/30/2024,Policy Viol-Other,0,0
310788,Laborer Renewables,T,55100,07/11/2023,01/11/2024,300,11/06/2024,Resignation,1,0
310790,Laborer Renewables,T,55093,07/11/2023,07/11/2023,148,12/06/2023,Resignation,1,0
310792,Laborer Renewables,T,55113,07/13/2023,07/13/2023,522,12/16/2024,Lack of Work,0,0
310793,Foreman Renewables,T,55117,07/10/2023,07/25/2024,134,12/06/2024,Lack of Work,0,0
310795,Laborer Renewables,T,55093,07/11/2023,07/11/2023,126,11/14/2023,Lack of Work,0,0
310801,Laborer Renewables,T,55093,07/11/2023,07/11/2023,114,11/02/2023,Lack of Work,0,0
310814,Helper Renewables,T,55303,07/10/2023,07/10/2023,134,11/21/2023,Lack of Work,0,0
310835,Helper Renewables,T,55305,07/10/2023,07/10/2023,25,08/04/2023,Resignation,1,0
310843,Laborer Renewables,T,55076,07/13/2023,07/13/2023,0,07/13/2023,Personal/Family,1,0
310854,Laborer Renewables,T,55311,07/18/2023,07/18/2023,488,11/17/2024,Lack of Work,0,0
310867,Helper Renewables,T,55302,07/10/2023,01/18/2024,64,03/22/2024,Lack of Work,0,0
310876,Helper Renewables,T,55305,07/10/2023,07/10/2023,60,09/08/2023,Resignation,1,0
310878,Laborer Renewables,T,55093,07/20/2023,07/20/2023,53,09/11/2023,Policy Viol-Drug/Alcohol,0,1
310886,Operator Renewables,T,55096,07/18/2023,07/18/2023,9,07/27/2023,Resignation,1,0
310887,Laborer Renewables,T,55096,07/18/2023,07/18/2023,76,10/02/2023,Resignation,1,0
313954,Foreman Renewables,T,55303,09/19/2023,09/19/2023,69,11/27/2023,Lack of Work,0,0
313981,Electrician Renewables,T,55117,09/19/2023,10/16/2024,42,11/27/2024,Lack of Work,0,0
314037,Laborer Renewables,T,55081,09/26/2023,09/26/2023,31,10/27/2023,Lack of Work,0,0
314068,Truck Driver Renewables,A,55086,09/26/2023,10/23/2024,127,,,0,0
314171,Contracts Specialist,T,,10/23/2023,10/23/2023,358,10/15/2024,Resignation,1,0
314191,Electrician Renewables,T,55304,09/20/2023,09/20/2023,12,10/02/2023,Lack of Work,0,0
314213,Laborer Renewables,T,55075,09/26/2023,09/26/2023,29,10/25/2023,Lack of Work,0,0
314215,Laborer Renewables,T,55075,09/26/2023,09/26/2023,2,09/28/2023,Resignation,1,0
314239,Laborer Renewables,T,55075,10/03/2023,10/03/2023,22,10/25/2023,Lack of Work,0,0
314256,Laborer Renewables,T,55081,09/27/2023,09/27/2023,30,10/27/2023,Lack of Work,0,0
314393,Laborer Renewables,T,55105,10/10/2023,10/10/2023,500,02/21/2025,Lack of Work,0,0
314437,Helper Renewables,T,55304,09/26/2023,10/04/2023,13,10/17/2023,Lack of Work,0,0
314438,Electrician Renewables,T,55303,09/26/2023,09/26/2023,1,09/27/2023,Resignation,1,0
314458,Electrician Renewables,T,55117,09/26/2023,06/13/2024,225,01/24/2025,Lack of Work,0,0
314513,Electrician Renewables,T,55304,09/27/2023,10/20/2023,11,10/31/2023,Lack of Work,0,0
314516,Electrician Renewables,T,55117,09/27/2023,06/13/2024,28,07/11/2024,Lack of Work,0,0
314546,Helper Renewables,T,55301,09/27/2023,01/03/2024,103,04/15/2024,Lack of Work,0,0
314552,Helper Renewables,T,55301,09/27/2023,03/19/2024,133,07/30/2024,Lack of Work,0,0
314561,Laborer Renewables,T,55081,10/04/2023,10/04/2023,11,10/15/2023,Resignation,1,0
314646,Operator Renewables,T,55143,10/03/2023,10/03/2023,433,12/09/2024,Lack of Work,0,0
314672,Gen Foreman Renewables,A,55138,10/03/2023,10/03/2023,513,,,0,0
314683,Laborer Renewables,T,55081,10/03/2023,10/03/2023,24,10/27/2023,Lack of Work,0,0
314693,Laborer Renewables,T,55086,10/05/2023,10/05/2023,403,11/11/2024,Personal/Family,1,0
314723,Helper Renewables,T,55094,10/10/2023,04/23/2024,115,08/16/2024,Resignation,1,0
314732,Laborer Renewables,T,55081,10/10/2023,10/10/2023,58,12/07/2023,Lack of Work,0,0
314804,Proposal Developer,A,,10/23/2023,10/23/2023,493,,,0,0
313737,Admin Specialist,A,55088,09/19/2023,09/19/2023,527,,,0,0
313748,Electrician Renewables,T,55304,09/14/2023,09/14/2023,33,10/17/2023,Lack of Work,0,0
313768,Foreman Renewables,T,55304,09/14/2023,09/14/2023,64,11/17/2023,Lack of Work,0,0
313808,Field Engineer,T,55100,10/09/2023,10/09/2023,428,12/10/2024,Performance,0,1
313816,Foreman Renewables,T,55107,09/18/2023,09/18/2023,241,05/16/2024,Other Job,1,0
313834,Operator Renewables,T,55081,09/21/2023,09/21/2023,30,10/21/2023,Excessive Absenteeism,0,1
313860,Service Desk Technician,T,,09/26/2023,09/26/2023,387,10/17/2024,Policy Viol-Other,0,0
313890,Laborer Renewables,T,55303,09/20/2023,09/20/2023,45,11/04/2023,Resignation,1,0
313965,Electrician Renewables,T,55301,09/19/2023,03/25/2024,67,05/31/2024,Lack of Work,0,0
313966,Electrician Renewables,T,55303,09/19/2023,10/19/2023,15,11/03/2023,Lack of Work,0,0
313976,Helper Renewables,T,55304,09/19/2023,09/19/2023,70,11/28/2023,Lack of Work,0,0
314032,Laborer Renewables,T,55310,09/26/2023,09/26/2023,37,11/02/2023,Personal/Family,1,0
314228,Laborer Renewables,T,55076,09/28/2023,09/28/2023,26,10/24/2023,Lack of Work,0,0
314229,Laborer Renewables,T,55075,09/26/2023,09/26/2023,29,10/25/2023,Lack of Work,0,0
314236,Laborer Renewables,T,55075,09/28/2023,09/28/2023,27,10/25/2023,Lack of Work,0,0
314240,Operations Manager,A,,10/09/2023,10/09/2023,507,,,0,0
314244,Laborer Renewables,T,55075,09/27/2023,09/27/2023,44,11/10/2023,Lack of Work,0,0
314258,Laborer Renewables,T,55081,09/27/2023,09/27/2023,30,10/27/2023,Lack of Work,0,0
314386,Procurement Manager,T,,10/09/2023,10/09/2023,109,01/26/2024,Other Job,1,0
314389,Contracts Manager,T,,10/23/2023,10/23/2023,312,08/30/2024,Resignation,1,0
314399,Electrician Renewables,T,55303,09/26/2023,09/26/2023,3,09/29/2023,Resignation,1,0
314403,Foreman Renewables,T,55303,09/26/2023,09/26/2023,65,11/30/2023,Lack of Work,0,0
314454,Helper Renewables,T,55304,09/26/2023,09/26/2023,21,10/17/2023,Lack of Work,0,0
314480,Laborer Renewables,T,55075,09/28/2023,09/28/2023,21,10/19/2023,Lack of Work,0,0
314489,Laborer Renewables,T,55075,09/27/2023,09/27/2023,72,12/08/2023,Personal/Family,1,0
314496,Laborer Renewables,T,55076,09/28/2023,09/28/2023,26,10/24/2023,Lack of Work,0,0
310938,Laborer Renewables,T,55310,07/19/2023,07/19/2023,100,10/27/2023,Resignation,1,0
310969,Laborer Renewables,T,55305,07/18/2023,07/18/2023,18,08/05/2023,Resignation,1,0
310985,Laborer Renewables,T,55089,07/18/2023,07/18/2023,282,04/25/2024,Lack of Work,0,0
310989,Laborer Renewables,T,55105,09/13/2023,02/28/2024,359,02/21/2025,Lack of Work,0,0
311055,Laborer Renewables,T,55094,07/20/2023,07/20/2023,270,04/15/2024,Resignation,1,0
311057,Operator Renewables,T,55086,07/19/2023,07/19/2023,28,08/16/2023,Personal/Family,1,0
311067,Laborer Renewables,T,55076,07/17/2023,07/17/2023,1,07/18/2023,Personal/Family,1,0
311091,Laborer Renewables,T,55076,07/18/2023,07/18/2023,31,08/18/2023,Personal/Family,1,0
311118,Laborer Renewables,T,55075,07/19/2023,07/19/2023,98,10/25/2023,Lack of Work,0,0
311120,Laborer Renewables,T,55075,07/19/2023,07/19/2023,66,09/23/2023,Lack of Work,0,0
311127,Laborer Renewables,T,55076,07/20/2023,07/20/2023,97,10/25/2023,Lack of Work,0,0
311152,Laborer Renewables,T,55143,07/20/2023,02/22/2024,291,12/09/2024,Lack of Work,0,0
311168,Laborer Renewables,T,55076,07/20/2023,07/20/2023,15,08/04/2023,Personal/Family,1,0
311180,Laborer Renewables,T,55093,07/25/2023,07/25/2023,8,08/02/2023,No Call-No Show,0,1
311195,Laborer Renewables,T,55093,07/20/2023,07/20/2023,4,07/24/2023,No Call-No Show,0,1
311220,Laborer Renewables,T,55093,07/20/2023,07/20/2023,4,07/24/2023,No Call-No Show,0,1
311242,Laborer Renewables,A,55123,07/26/2023,01/21/2025,37,,,0,0
311255,Laborer Renewables,T,55105,07/26/2023,07/23/2024,108,11/08/2024,No Call-No Show,0,1
311361,Laborer Renewables,T,55085,07/25/2023,07/25/2023,118,11/20/2023,Lack of Work,0,0
311376,Laborer Renewables,T,55105,07/25/2023,07/25/2023,284,05/04/2024,Other Job,1,0
311432,Logistics Coordinator,A,55088,08/07/2023,08/07/2023,570,,,0,0
311454,Field Engineer 2,A,55106,07/27/2023,07/27/2023,581,,,0,0
311474,Laborer Renewables,T,55101,07/27/2023,07/27/2023,498,12/06/2024,Lack of Work,0,0
311502,Helper Renewables,T,55081,08/03/2023,08/03/2023,93,11/04/2023,Personal/Family,1,0
311518,Electrician Renewables,T,55304,07/27/2023,09/19/2023,28,10/17/2023,Lack of Work,0,0
311547,Laborer Renewables,A,55138,08/09/2023,02/06/2024,387,,,0,0
309395,Laborer Renewables,T,55093,05/31/2023,05/31/2023,452,08/25/2024,Personal/Family,1,0
309410,Laborer Renewables,T,55085,05/30/2023,05/30/2023,119,09/26/2023,No Call-No Show,0,1
309457,Gen Foreman Renewables,A,55091,06/06/2023,06/06/2023,632,,,0,0
309481,Helper Renewables,T,55304,06/01/2023,09/21/2023,26,10/17/2023,Lack of Work,0,0
309510,Laborer Renewables,T,55307,06/13/2023,06/13/2023,51,08/03/2023,Resignation,1,0
309513,Laborer Renewables,T,55305,06/06/2023,06/06/2023,39,07/15/2023,Other Job,1,0
309514,Gen Foreman Renewables 2,T,55094,06/19/2023,06/19/2023,266,03/11/2024,Resignation,1,0
309552,Operator Renewables,T,55085,06/06/2023,06/06/2023,58,08/03/2023,Other Job,1,0
309569,Operator Renewables,A,55091,06/08/2023,06/08/2023,630,,,0,0
309591,Laborer Renewables,A,55086,06/07/2023,02/01/2024,392,,,0,0
309592,Laborer Renewables,T,55094,06/07/2023,02/01/2024,299,11/26/2024,Resignation,1,0
309622,Superintendent Renewbls,T,55109,06/19/2023,06/19/2023,365,06/18/2024,Policy Viol-Other,0,0
309636,Operator Renewables,T,55094,06/08/2023,06/08/2023,424,08/05/2024,Resignation,1,0
309642,Operator Renewables,T,55085,06/06/2023,06/06/2023,122,10/06/2023,Lack of Work,0,0
309643,HR Recruiter,A,,06/19/2023,06/19/2023,619,,,0,0
309646,Laborer Renewables,T,55085,06/06/2023,06/06/2023,65,08/10/2023,Policy Viol-Drug/Alcohol,0,1
309879,Laborer Renewables,T,55093,06/13/2023,06/13/2023,191,12/21/2023,Lack of Work,0,0
309893,Operator Renewables,T,55100,08/03/2023,08/03/2023,280,05/09/2024,Other Job,1,0
309910,Intern,T,55097,06/26/2023,06/26/2023,72,09/06/2023,Return to School,1,0
309913,Laborer Renewables,T,55307,06/13/2023,06/13/2023,22,07/05/2023,Resignation,1,0
309922,Operator Renewables,A,55113,06/15/2023,06/15/2023,623,,,0,0
309974,Operator Renewables,T,55093,06/20/2023,06/20/2023,115,10/13/2023,Other Job,1,0
309983,Laborer Renewables,T,55097,06/20/2023,04/03/2024,9,04/12/2024,Resignation,1,0
309992,Laborer Renewables,T,55093,06/15/2023,06/15/2023,21,07/06/2023,Resignation,1,0
310023,Gen Foreman Renewables,T,55091,06/26/2023,06/26/2023,253,03/05/2024,No Call-No Show,0,1
310061,Laborer Renewables,T,55076,06/19/2023,06/19/2023,1,06/20/2023,Personal/Family,1,0
310070,Foreman Renewables,T,55085,06/20/2023,06/20/2023,57,08/16/2023,Other Job,1,0
314875,Laborer Renewables,T,55097,10/17/2023,10/17/2023,31,11/17/2023,Resignation,1,0
314878,Laborer Renewables,T,55081,10/10/2023,10/10/2023,17,10/27/2023,Lack of Work,0,0
314904,Truck Driver Renewables,T,55091,10/17/2023,10/17/2023,460,01/19/2025,Lack of Work,0,0
314959,Laborer Renewables,T,55097,10/17/2023,10/17/2023,21,11/07/2023,Personal/Family,1,0
314968,Helper Renewables,T,55304,10/10/2023,10/10/2023,7,10/17/2023,Lack of Work,0,0
315018,Laborer Renewables,T,55081,10/17/2023,10/17/2023,10,10/27/2023,Lack of Work,0,0
315084,Quality Site Technician,T,55089,11/14/2023,11/14/2023,190,05/22/2024,Resignation,1,0
315108,Laborer Renewables,T,55093,10/17/2023,10/17/2023,11,10/28/2023,Personal/Family,1,0
315166,Helper Renewables,T,55081,10/17/2023,10/17/2023,4,10/21/2023,Personal/Family,1,0
315231,Laborer Renewables,T,55081,10/18/2023,10/18/2023,0,10/18/2023,Employment Eligibility,0,0
315245,Laborer Renewables,T,55081,10/18/2023,10/18/2023,0,10/18/2023,Employment Eligibility,0,0
315253,Laborer Renewables,T,55081,10/18/2023,10/18/2023,7,10/25/2023,Resignation,1,0
315348,Field Admin,T,5508201,10/23/2023,10/23/2023,90,01/21/2024,Resignation,1,0
315368,HSE Site Technician,A,55091,10/24/2023,09/10/2024,170,,,0,0
315383,Electrician Renewables,T,55303,10/23/2023,10/23/2023,11,11/03/2023,Lack of Work,0,0
315511,Superintendent Renewbls 2,A,55138,11/06/2023,11/06/2023,479,,,0,0
315517,Project Controls Spv,T,55117,11/06/2023,11/06/2023,234,06/27/2024,Resignation,1,0
315540,Purchaser,A,,11/20/2023,11/20/2023,465,,,0,0
315544,Truck Driver Renewables,T,55093,11/02/2023,11/02/2023,1,11/03/2023,Lack of Work,0,0
315567,Solar Panel Technician,A,,11/07/2023,11/07/2023,478,,,0,0
315568,Project Coordinator,T,55308,11/07/2023,11/07/2023,84,01/30/2024,Resignation,1,0
315589,Operator Renewables,T,55113,11/01/2023,09/03/2024,104,12/16/2024,Resignation,1,0
315591,Operator Renewables,T,55105,11/01/2023,11/01/2023,209,05/28/2024,Other Job,1,0
315608,Gen Foreman Renewables,A,55150,11/20/2023,11/20/2023,465,,,0,0
315637,Laborer Renewables,T,55097,11/07/2023,11/07/2023,395,12/06/2024,Lack of Work,0,0
315714,Operator Renewables,A,55105,11/16/2023,11/16/2023,469,,,0,0
315773,Electrician Renewables,A,55105,11/16/2023,11/16/2023,469,,,0,0
314499,Laborer Renewables,T,55097,10/10/2023,10/10/2023,73,12/22/2023,Resignation,1,0
314518,Electrician Renewables,T,55304,09/27/2023,09/27/2023,20,10/17/2023,Lack of Work,0,0
314519,Helper Renewables,T,55304,09/27/2023,09/27/2023,20,10/17/2023,Lack of Work,0,0
314529,Helper Renewables,T,55301,09/27/2023,11/07/2023,10,11/17/2023,Lack of Work,0,0
314532,Truck Driver Renewables,A,55086,09/29/2023,09/29/2023,517,,,0,0
314538,Helper Renewables,T,55304,09/27/2023,09/27/2023,20,10/17/2023,Lack of Work,0,0
314540,Laborer Renewables,T,55311,10/04/2023,10/04/2023,104,01/16/2024,Lack of Work,0,0
314544,Estimator,T,,10/23/2023,10/23/2023,347,10/04/2024,Other Job,1,0
314562,Billing Specialist,A,,10/09/2023,10/09/2023,507,,,0,0
314635,Laborer Renewables,T,55081,10/05/2023,10/05/2023,30,11/04/2023,Lack of Work,0,0
314676,Laborer Renewables,T,55310,10/03/2023,10/03/2023,97,01/08/2024,Resignation,1,0
314711,Laborer Renewables,T,55105,10/10/2023,10/10/2023,68,12/17/2023,Other Job,1,0
314718,Admin Specialist,T,55143,10/09/2023,10/09/2023,427,12/09/2024,Policy Viol-Other,0,0
314747,Electrician Renewables,T,55303,10/03/2023,10/03/2023,31,11/03/2023,Lack of Work,0,0
314753,Helper Renewables,T,55301,10/04/2023,01/24/2024,82,04/15/2024,Lack of Work,0,0
314758,Operator Renewables,T,55097,10/10/2023,10/10/2023,8,10/18/2023,No Call-No Show,0,1
314767,Laborer Renewables,T,55105,10/10/2023,04/09/2024,238,12/03/2024,No Call-No Show,0,1
314773,Foreman Renewables,T,55094,10/09/2023,10/09/2023,132,02/18/2024,Other Job,1,0
314796,Electrician Renewables,T,55304,10/05/2023,10/05/2023,12,10/17/2023,Lack of Work,0,0
314797,Helper Renewables,T,55304,10/05/2023,10/05/2023,41,11/15/2023,Lack of Work,0,0
314843,Helper Renewables,T,55301,10/06/2023,03/12/2024,34,04/15/2024,Lack of Work,0,0
314859,Laborer Renewables,T,55081,10/12/2023,10/12/2023,15,10/27/2023,Lack of Work,0,0
314902,Gen Foreman Renewables 3,A,55105,10/23/2023,10/23/2023,493,,,0,0
314999,Laborer Renewables,T,55105,07/31/2024,07/31/2024,177,01/24/2025,Lack of Work,0,0
315087,Field Engineer,T,55100,11/06/2023,11/06/2023,233,06/26/2024,Other Job,1,0
315116,Field Engineer,T,55096,11/20/2023,11/20/2023,183,05/21/2024,Other Job,1,0
315121,Laborer Renewables,T,55105,10/18/2023,10/18/2023,159,03/25/2024,No Call-No Show,0,1
311580,WH/Yard Laborer,T,55117,08/09/2023,08/09/2023,312,06/16/2024,Lack of Work,0,0
