ee_#,flsa_category,pr_dept,craft_class_code,project_code,effective_date,reason
286702,Non-Exempt,4104,18-2-3230,55091,8/28/2023,Transfer
286702,Non-Exempt,4104,18-2-3230,55091,10/19/2023,Transfer
286702,Non-Exempt,4104,18-2-3230,55091,11/6/2023,Transfer
286702,Non-Exempt,4104,18-2-3230,55091,1/1/2024,Transfer
286702,Non-Exempt,4104,18-2-3230,55091,1/7/2025,Transfer
326267,Non-Exempt,4104,18-40-1002,55091,10/21/2024,Transfer
329064,Non-Exempt,4104,18-2-3100,55123,1/6/2025,Transfer
329064,Non-Exempt,4104,18-2-3100,55123,1/27/2025,Transfer
307809,Non-Exempt,4104,18-5-5030,55087,1/3/2024,Transfer
307809,Non-Exempt,4104,18-5-5030,55087,10/21/2024,Transfer
307809,Non-Exempt,4104,18-5-5030,55087,10/21/2024,Transfer
304262,Non-Exempt,4104,18-197-400,55105,3/6/2023,Transfer
304262,Non-Exempt,4104,18-197-400,55105,7/6/2023,Transfer
307127,Non-Exempt,4104,18-40-1002,55307,5/29/2023,Transfer
248449,Non-Exempt,4104,18-40-1001,55093,4/25/2023,Transfer
296327,Exempt,4104,18-4-S444,55123,12/19/2022,Transfer
296327,Exempt,4104,18-4-S444,55123,4/3/2023,Transfer
296327,Exempt,4104,18-4-S444,55123,4/17/2023,Transfer
296327,Exempt,4104,18-4-S444,55123,5/1/2023,Transfer
296327,Exempt,4104,18-4-S444,55123,10/3/2023,Transfer
325622,Non-Exempt,4104,18-8-1004,55126,2/17/2025,Transfer
325778,Non-Exempt,4104,18-40-1001,55123,11/11/2024,Transfer
317814,Non-Exempt,4104,18-40-1002,55086,10/9/2024,Transfer
306726,Non-Exempt,4104,18-197-400,55105,8/13/2024,Transfer
307270,Non-Exempt,4104,18-2-3110,55105,8/30/2023,Transfer
307270,Non-Exempt,4104,18-2-3110,55105,11/14/2023,Transfer
302332,Exempt,4104,18-2-S268,55091,12/12/2022,Transfer
302332,Exempt,4104,18-2-S268,55091,11/7/2023,Transfer
302332,Exempt,4104,18-2-S268,55091,2/26/2024,Transfer
312282,Exempt,4104,18-2-S227,55123,10/2/2023,Transfer
312282,Exempt,4104,18-2-S227,55123,6/6/2024,Transfer
316929,Exempt,4104,18-2-S232,55091,2/5/2024,Transfer
322836,Exempt,4104,18-2-S269,55311,8/12/2024,Transfer
307238,Non-Exempt,4104,18-17-402,55138,1/3/2024,Transfer
307238,Non-Exempt,4104,18-17-402,55138,5/14/2024,Transfer
307238,Non-Exempt,4104,18-17-402,55138,1/3/2025,Transfer
302443,Non-Exempt,4104,18-77-400,55126,10/5/2023,Transfer
302443,Non-Exempt,4104,18-77-400,55126,9/3/2024,Transfer
302443,Non-Exempt,4104,18-77-400,55126,10/30/2024,Transfer
302443,Non-Exempt,4104,18-77-400,55126,1/8/2025,Transfer
302443,Non-Exempt,4104,18-77-400,55126,2/13/2025,Transfer
304467,Non-Exempt,4104,18-41-1003,55075,6/19/2023,Transfer
304467,Non-Exempt,4104,18-41-1003,55075,8/28/2023,Transfer
319908,Non-Exempt,4104,18-5-5020,55105,11/25/2024,Transfer
303771,Non-Exempt,4104,18-8-1004,55105,10/9/2023,Transfer
303771,Non-Exempt,4104,18-8-1004,55105,11/2/2023,Transfer
320718,Non-Exempt,4104,18-47-101,55138,9/4/2024,Transfer
320718,Non-Exempt,4104,18-47-101,55138,12/2/2024,Transfer
306172,Non-Exempt,4104,18-40-1001,55093,4/27/2023,Transfer
259118,Exempt,4104,18-2-S266,55100,5/15/2023,Transfer
259118,Exempt,4104,18-2-S266,55100,6/19/2023,Transfer
259118,Exempt,4104,18-2-S266,55100,5/6/2024,Transfer
259118,Exempt,4104,18-2-S266,55100,6/3/2024,Transfer
329102,Non-Exempt,4104,18-47-101,55138,12/9/2024,Transfer
304669,Non-Exempt,4104,18-40-1002,55096,5/15/2023,Transfer
304669,Non-Exempt,4104,18-40-1002,55096,7/6/2023,Transfer
270987,Exempt,4104,18-2-S268,55113,10/9/2023,Transfer
270987,Exempt,4104,18-2-S268,55113,5/13/2024,Transfer
270987,Exempt,4104,18-2-S268,55113,8/19/2024,Transfer
270987,Exempt,4104,18-2-S268,55113,10/28/2024,Transfer
270987,Non-Exempt,4104,18-2-S268,55113,6/6/2022,Transfer
270987,Non-Exempt,4104,18-2-S268,55113,7/11/2022,Transfer
295616,Non-Exempt,4104,18-797-100,55105,8/16/2022,Transfer
295616,Non-Exempt,4104,18-797-100,55105,5/5/2023,Transfer
295616,Non-Exempt,4104,18-797-100,55105,5/8/2023,Transfer
295616,Non-Exempt,4104,18-797-100,55105,6/12/2023,Transfer
295616,Non-Exempt,4104,18-797-100,55105,10/3/2023,Transfer
295616,Non-Exempt,4104,18-797-100,55105,11/28/2023,Transfer
322667,Non-Exempt,4104,18-41-1002,55123,8/5/2024,Transfer
314934,Non-Exempt,4104,18-47-101,55113,11/11/2024,Transfer
328332,Non-Exempt,4104,18-41-1002,55091,1/20/2025,Transfer
280345,Exempt,4104,18-1-S193,55100,6/1/2022,Transfer
280345,Exempt,4104,18-1-S193,55100,8/21/2023,Transfer
280345,Exempt,4104,18-1-S193,55100,12/4/2023,Transfer
311236,Non-Exempt,4104,18-41-1003,55123,10/2/2023,Transfer
311236,Non-Exempt,4104,18-41-1003,55123,3/13/2024,Transfer
311236,Non-Exempt,4104,18-41-1003,55123,7/1/2024,Transfer
311236,Non-Exempt,4104,18-41-1003,55123,8/5/2024,Transfer
310138,Non-Exempt,4104,18-47-401,55143,8/28/2023,Transfer
310138,Non-Exempt,4104,18-47-401,55143,10/3/2023,Transfer
310138,Non-Exempt,4104,18-47-401,55143,11/2/2023,Transfer
310138,Non-Exempt,4104,18-47-401,55143,11/20/2023,Transfer
310138,Non-Exempt,4104,18-47-401,55143,1/24/2024,Transfer
315713,Non-Exempt,4104,18-40-1002,55100,1/24/2024,Transfer
315713,Non-Exempt,4104,18-40-1002,55100,7/29/2024,Transfer
304483,Non-Exempt,4104,18-41-1003,55085,6/20/2023,Transfer
323418,Non-Exempt,4104,18-5-5050,55091,8/19/2024,Transfer
323418,Non-Exempt,4104,18-5-5050,55091,10/2/2024,Transfer
323418,Non-Exempt,4104,18-5-5050,55091,1/27/2025,Transfer
273634,Exempt,4104,18-2-S234,Unknown,1/7/2022,Transfer
273634,Exempt,4104,18-2-S234,Unknown,1/3/2023,Transfer
273634,Exempt,4104,18-2-S234,Unknown,2/15/2023,Transfer
292768,Non-Exempt,4104,18-2-3230,55123,5/16/2022,Transfer
292768,Non-Exempt,4104,18-2-3230,55123,8/22/2022,Transfer
292768,Non-Exempt,4104,18-2-3230,55123,9/27/2022,Transfer
292768,Non-Exempt,4104,18-2-3230,55123,12/1/2022,Transfer
292768,Non-Exempt,4104,18-2-3230,55123,3/30/2023,Transfer
316868,Non-Exempt,4104,18-41-1003,55105,1/30/2024,Transfer
281631,Non-Exempt,4104,18-8-1004,55105,1/30/2024,Transfer
305613,Non-Exempt,4104,18-2-3110,55094,9/9/2024,Transfer
302458,Non-Exempt,4104,18-41-1003,55126,10/5/2023,Transfer
302458,Non-Exempt,4104,18-41-1003,55126,5/14/2024,Transfer
302458,Non-Exempt,4104,18-41-1003,55126,7/23/2024,Transfer
302458,Non-Exempt,4104,18-41-1003,55126,10/7/2024,Transfer
302458,Non-Exempt,4104,18-41-1003,55126,2/13/2025,Transfer
317014,Non-Exempt,4104,18-41-1001,55086,4/18/2024,Transfer
317014,Non-Exempt,4104,18-41-1001,55086,8/22/2024,Transfer
317332,Non-Exempt,4104,18-40-1002,55086,4/18/2024,Transfer
317332,Non-Exempt,4104,18-40-1002,55086,8/22/2024,Transfer
315233,Non-Exempt,4104,18-41-1001,55311,11/7/2023,Transfer
315233,Non-Exempt,4104,18-41-1001,55311,4/30/2024,Transfer
315233,Non-Exempt,4104,18-41-1001,55311,9/10/2024,Transfer
322762,Non-Exempt,4104,18-299-501,55123,11/12/2024,Transfer
283402,Non-Exempt,4104,18-2-3220,55091,1/25/2022,Transfer
283402,Non-Exempt,4104,18-2-3220,55091,5/2/2022,Transfer
283402,Non-Exempt,4104,18-2-3220,55091,1/23/2023,Transfer
283402,Non-Exempt,4104,18-2-3220,55091,8/26/2024,Transfer
293779,Non-Exempt,4104,18-41-1002,55091,5/2/2022,Transfer
293779,Non-Exempt,4104,18-41-1002,55091,1/17/2023,Transfer
293779,Non-Exempt,4104,18-41-1002,55091,8/26/2024,Transfer
296444,Exempt,4104,18-2-S264,55801,6/19/2023,Transfer
296444,Exempt,4104,18-2-S264,55801,10/16/2023,Transfer
321569,Non-Exempt,4104,18-41-1003,55123,10/21/2024,Transfer
293728,Exempt,4104,18-2-S234,55096,6/20/2022,Transfer
293728,Exempt,4104,18-2-S234,55096,5/1/2023,Transfer
307437,Non-Exempt,4104,18-47-700,55138,6/19/2023,Transfer
307437,Non-Exempt,4104,18-47-700,55138,8/7/2023,Transfer
307437,Non-Exempt,4104,18-47-700,55138,6/5/2024,Transfer
307437,Non-Exempt,4104,18-47-700,55138,7/17/2024,Transfer
307437,Non-Exempt,4104,18-47-700,55138,2/26/2025,Transfer
325544,Non-Exempt,4104,18-41-1002,55091,1/27/2025,Transfer
292378,Exempt,4104,18-2-S270,55123,10/3/2022,Transfer
292378,Exempt,4104,18-2-S270,55123,11/7/2022,Transfer
292378,Exempt,4104,18-2-S270,55123,8/22/2023,Transfer
292378,Exempt,4104,18-2-S270,55123,10/9/2023,Transfer
292378,Exempt,4104,18-2-S270,55123,5/7/2024,Transfer
292378,Exempt,4104,18-2-S270,55123,9/5/2024,Transfer
292378,Exempt,4104,18-2-S270,55123,1/6/2025,Transfer
274853,Non-Exempt,4104,18-2-S271,55113,8/25/2022,Transfer
274853,Non-Exempt,4104,18-2-S271,55113,1/3/2023,Transfer
274853,Non-Exempt,4104,18-2-S271,55113,12/11/2023,Transfer
274853,Non-Exempt,4104,18-2-S271,55113,3/7/2024,Transfer
328193,Non-Exempt,4104,18-77-401,55113,10/28/2024,Transfer
318238,Non-Exempt,4104,18-708-103,55301,3/25/2024,Transfer
318070,Non-Exempt,4104,18-41-1003,55087,11/18/2024,Transfer
308958,Non-Exempt,4104,18-4-S429,55099,7/24/2023,Transfer
328046,Non-Exempt,4104,18-41-1003,55123,1/8/2025,Transfer
314963,Non-Exempt,4104,18-198-402,55086,12/9/2024,Transfer
311493,Exempt,4104,18-4-S444,55122,10/1/2023,Transfer
259185,Non-Exempt,4104,18-197-400,55105,4/25/2022,Transfer
259185,Non-Exempt,4104,18-197-400,55105,6/1/2023,Transfer
305112,Non-Exempt,4104,18-2-3210,55120,1/9/2024,Transfer
305112,Non-Exempt,4104,18-2-3210,55120,10/14/2024,Transfer
304422,Non-Exempt,4104,18-47-500,55091,5/7/2024,Transfer
304422,Non-Exempt,4104,18-47-500,55091,8/20/2024,Transfer
300754,Non-Exempt,4104,18-8-1006,55081,6/16/2023,Transfer
290944,Non-Exempt,4104,18-40-1002,55075,11/29/2021,Transfer
316707,Non-Exempt,4104,18-5-5160,55091,1/29/2024,Transfer
307009,Exempt,4104,18-2-S262,55094,1/15/2024,Transfer
323529,Non-Exempt,4104,18-8-1006,55123,1/6/2025,Transfer
300866,Non-Exempt,4104,18-41-1002,55097,6/16/2023,Transfer
319531,Non-Exempt,4104,18-41-1002,55086,8/19/2024,Transfer
306337,Non-Exempt,4104,18-5-5060,55126,2/20/2025,Transfer
291286,Non-Exempt,4104,18-41-1001,55103,4/25/2022,Transfer
291286,Non-Exempt,4104,18-41-1001,55103,5/16/2023,Transfer
315637,Non-Exempt,4104,18-40-1002,55097,1/29/2024,Transfer
315637,Non-Exempt,4104,18-40-1002,55097,2/28/2024,Transfer
307513,Non-Exempt,4104,18-41-1002,55081,6/16/2023,Transfer
304328,Non-Exempt,4104,18-8-1004,55311,5/15/2023,Transfer
303197,Non-Exempt,4104,18-64-1003,55143,6/16/2023,Transfer
303197,Non-Exempt,4104,18-64-1003,55143,2/25/2025,Transfer
329835,Non-Exempt,4104,18-47-400,55113,2/3/2025,Transfer
305472,Non-Exempt,4104,18-8-1004,55091,4/27/2023,Transfer
305472,Non-Exempt,4104,18-8-1004,55091,7/6/2023,Transfer
305472,Non-Exempt,4104,18-8-1004,55091,9/16/2024,Transfer
322159,Non-Exempt,4104,18-41-1002,55123,1/6/2025,Transfer
324086,Non-Exempt,4104,18-30-1000,55311,9/10/2024,Transfer
310225,Non-Exempt,4104,18-199-501,55117,10/30/2023,Transfer
272775,Exempt,4104,18-2-S232,55105,9/26/2022,Transfer
272775,Exempt,4104,18-2-S232,55105,12/12/2022,Transfer
272775,Exempt,4104,18-2-S232,55105,6/19/2023,Transfer
272775,Exempt,4104,18-2-S232,55105,9/25/2023,Transfer
306816,Non-Exempt,4104,18-47-102,55143,3/26/2024,Transfer
306816,Non-Exempt,4104,18-47-102,55143,10/28/2024,Transfer
286481,Non-Exempt,4104,18-74-703,55138,2/21/2022,Transfer
286481,Non-Exempt,4104,18-74-703,55138,4/4/2022,Transfer
286481,Non-Exempt,4104,18-74-703,55138,1/3/2023,Transfer
286481,Non-Exempt,4104,18-74-703,55138,1/16/2023,Transfer
286481,Non-Exempt,4104,18-74-703,55138,6/12/2023,Transfer
286481,Non-Exempt,4104,18-74-703,55138,8/22/2023,Transfer
286481,Non-Exempt,4104,18-74-703,55138,1/23/2024,Transfer
286481,Non-Exempt,4104,18-74-703,55138,1/21/2025,Transfer
295388,Non-Exempt,4104,18-41-1003,55801,11/28/2022,Transfer
295388,Non-Exempt,4104,18-41-1003,55801,5/8/2023,Transfer
295388,Non-Exempt,4104,18-41-1003,55801,6/12/2023,Transfer
295388,Non-Exempt,4104,18-41-1003,55801,8/21/2023,Transfer
295388,Non-Exempt,4104,18-41-1003,55801,8/21/2023,Transfer
275428,Non-Exempt,4104,18-77-401,55109,7/30/2024,Transfer
309628,Non-Exempt,4104,18-74-101,55109,8/22/2023,Transfer
309628,Non-Exempt,4104,18-74-101,55109,1/24/2024,Transfer
282582,Exempt,4104,18-2-S268,55096,2/21/2022,Transfer
282582,Exempt,4104,18-2-S268,55096,1/9/2023,Transfer
282582,Exempt,4104,18-2-S268,55096,1/30/2023,Transfer
282582,Exempt,4104,18-2-S268,55096,5/1/2023,Transfer
321748,Non-Exempt,4104,18-47-500,55109,10/28/2024,Transfer
281955,Non-Exempt,4104,18-6-A621,55137,11/4/2024,Transferred in
291892,Non-Exempt,4104,18-74-101,55109,2/21/2022,Transfer
291892,Non-Exempt,4104,18-74-101,55109,11/14/2022,Transfer
291892,Non-Exempt,4104,18-74-101,55109,12/6/2022,Transfer
291892,Non-Exempt,4104,18-74-101,55109,12/27/2022,Transfer
291892,Non-Exempt,4104,18-74-101,55109,1/3/2023,Transfer
291892,Non-Exempt,4104,18-74-101,55109,1/16/2023,Transfer
291892,Non-Exempt,4104,18-74-101,55109,6/13/2023,Transfer
291892,Non-Exempt,4104,18-74-101,55109,8/22/2023,Transfer
291892,Non-Exempt,4104,18-74-101,55109,1/24/2024,Transfer
301687,Non-Exempt,4104,18-6-A622,55096,11/28/2022,Transfer
283045,Non-Exempt,4104,18-41-1003,55801,2/21/2022,Transfer
283045,Non-Exempt,4104,18-41-1003,55801,11/28/2022,Transfer
283045,Non-Exempt,4104,18-41-1003,55801,6/12/2023,Transfer
283045,Non-Exempt,4104,18-41-1003,55801,8/21/2023,Transfer
283045,Non-Exempt,4104,18-41-1003,55801,8/21/2023,Transfer
284681,Non-Exempt,4104,18-30-1001,55105,4/18/2023,Transfer
