EE #,FLSA Category,PR Dept,Reason,Craft Class Code,Project Code,Promotion Date
318343,Non-Exempt,4104,Promotion,18-2-3050,55091.0,2024-04-29
311624,Non-Exempt,4104,Promotion,18-40-1002,55086.0,2024-10-21
319349,Non-Exempt,4104,Promotion,18-2-3040,55100.0,2024-04-29
308502,Non-Exempt,4104,Promotion,18-748-102,55305.0,2023-05-22
282118,Non-Exempt,4104,Promotion,18-2-3230,55093.0,2022-05-02
302641,Non-Exempt,4104,Promotion,18-30-1000,55087.0,2023-01-23
309571,Non-Exempt,4104,Promotion,18-2-3230,55094.0,2024-11-11
204888,Exempt,4104,Promotion,18-2-S267,55120.0,2023-04-17
248522,Exempt,4104,Promotion,18-2-S266,55100.0,2022-08-29
307026,Non-Exempt,4104,Promotion,18-2-S271,55156.0,2023-05-01
275159,Exempt,4104,Promotion,18-4-S405,,2022-03-07
309147,Non-Exempt,4104,Promotion,18-41-1003,55123.0,2023-07-17
309147,Non-Exempt,4104,Promotion,18-41-1003,55123.0,2023-08-28
292394,Non-Exempt,4104,Promotion,18-2-3220,55302.0,2022-04-04
292394,Non-Exempt,4104,Promotion,18-2-3220,55302.0,2022-10-10
283104,Exempt,4104,Promotion,18-2-S271,55087.0,2023-05-08
310470,Non-Exempt,4104,Promotion,18-41-1001,55100.0,2023-08-28
310470,Non-Exempt,4104,Promotion,18-41-1001,55100.0,2024-04-01
258666,Non-Exempt,4104,Promotion,18-47-601,55109.0,2024-10-21
303975,Non-Exempt,4104,Promotion,18-8-1005,55087.0,2023-04-24
302401,Non-Exempt,4104,Promotion,18-8-1006,55086.0,2023-03-13
290642,Exempt,4104,Promotion,18-2-S270,55075.0,2023-02-27
284936,Exempt,4104,Promotion,18-2-S267,55086.0,2022-07-18
310348,Non-Exempt,4104,Promotion,18-77-402,55138.0,2023-09-18
310348,Non-Exempt,4104,Promotion,18-77-402,55138.0,2024-03-04
309569,Non-Exempt,4104,Promotion,18-8-1006,55091.0,2024-12-16
309194,Non-Exempt,4104,Promotion,18-77-703,55138.0,2024-03-18
309194,Non-Exempt,4104,Promotion,18-77-703,55138.0,2024-07-08
309194,Non-Exempt,4104,Promotion,18-77-703,55138.0,2024-07-08
308470,Non-Exempt,4104,Promotion,18-748-601,55305.0,2023-06-19
303236,Non-Exempt,4104,Promotion,18-5-5080,55138.0,2024-06-24
316792,Non-Exempt,4104,Promotion,18-5-5090,55138.0,2025-02-17
302191,Non-Exempt,4104,Promotion,18-41-1002,55097.0,2023-02-13
285524,Non-Exempt,4104,Promotion,18-8-1004,55091.0,2023-10-02
301250,Non-Exempt,4104,Promotion,18-77-701,55138.0,2024-04-08
301250,Non-Exempt,4104,Promotion,18-77-701,55138.0,2024-07-22
301502,Exempt,4104,Promotion,18-1-S189,55105.0,2023-10-16
301502,Exempt,4104,Promotion,18-1-S189,55105.0,2024-08-19
301502,Non-Exempt,4104,Promotion,18-1-S189,55105.0,2023-05-01
306274,Non-Exempt,4104,Promotion,18-748-103,55307.0,2023-05-29
306274,Non-Exempt,4104,Promotion,18-748-103,55307.0,2023-07-31
118715,Non-Exempt,4104,Promotion,18-2-S271,55311.0,2022-10-17
292190,Non-Exempt,4104,Promotion,18-5-5030,55109.0,2022-02-21
292190,Non-Exempt,4104,Promotion,18-5-5030,55109.0,2023-04-10
292190,Non-Exempt,4104,Promotion,18-5-5030,55109.0,2024-04-08
284337,Non-Exempt,4104,Promotion,18-74-703,55138.0,2022-01-10
284337,Non-Exempt,4104,Promotion,18-74-703,55138.0,2022-04-25
284337,Non-Exempt,4104,Promotion,18-74-703,55138.0,2024-05-20
317544,Non-Exempt,4104,Promotion,18-77-402,55808.0,2024-06-24
275150,Non-Exempt,4104,Promotion,18-8-1004,55105.0,2023-05-04
286457,Non-Exempt,4104,Promotion,18-2-3070,55105.0,2021-11-15
286735,Non-Exempt,4104,Promotion,18-41-1002,55094.0,2021-12-06
248050,Exempt,4104,Promotion,18-2-S271,55156.0,2023-05-15
320001,Exempt,4104,Promotion,18-2-S230,55150.0,2024-12-16
259066,Exempt,4104,Promotion,18-2-S266,55093.0,2022-06-27
286656,Non-Exempt,4104,Promotion,18-41-1003,55094.0,2023-03-13
289236,Non-Exempt,4104,Promotion,18-73-1002,55096.0,2023-06-12
286764,Non-Exempt,4104,Promotion,18-5-5020,55094.0,2023-03-13
286764,Non-Exempt,4104,Promotion,18-5-5020,55094.0,2023-07-31
286764,Non-Exempt,4104,Promotion,18-5-5020,55094.0,2024-04-29
306188,Non-Exempt,4104,Promotion,18-4-A426,55106.0,2024-05-06
301990,Exempt,4104,Promotion,18-2-S264,55122.0,2024-09-23
304510,Non-Exempt,4104,Promotion,18-8-1005,55087.0,2023-02-13
291915,Non-Exempt,4104,Promotion,18-47-400,55113.0,2022-03-28
286166,Non-Exempt,4104,Promotion,18-197-600,55105.0,2024-04-22
289270,Non-Exempt,4104,Promotion,18-2-3040,55094.0,2022-03-14
289270,Non-Exempt,4104,Promotion,18-2-3040,55094.0,2024-06-10
302486,Non-Exempt,4104,Promotion,18-41-1002,55094.0,2023-02-13
302486,Non-Exempt,4104,Promotion,18-41-1002,55094.0,2023-07-31
306925,Non-Exempt,4104,Promotion,18-41-1001,55094.0,2023-08-28
306925,Non-Exempt,4104,Promotion,18-41-1001,55094.0,2023-10-02
306925,Non-Exempt,4104,Promotion,18-41-1001,55094.0,2024-04-01
302316,Exempt,4104,Promotion,18-1-S171,,2023-11-13
307190,Exempt,4104,Promotion,18-4-S444,55156.0,2025-01-06
291247,Non-Exempt,4104,Promotion,18-41-1001,55094.0,2022-04-18
274100,Non-Exempt,4104,Promotion,18-5-5010,55117.0,2024-11-11
290171,Non-Exempt,4104,Promotion,18-2-3230,55094.0,2022-07-04
286443,Exempt,4104,Promotion,18-2-S271,55094.0,2021-10-18
311255,Non-Exempt,4104,Promotion,18-197-400,55105.0,2023-08-28
306028,Non-Exempt,4104,Promotion,18-198-500,55107.0,2023-09-18
272217,Exempt,4104,Promotion,18-2-S222,,2022-09-05
272217,Exempt,4104,Promotion,18-2-S222,,2023-07-24
272217,Exempt,4104,Promotion,18-2-S222,,2024-03-25
272217,Exempt,4104,Promotion,18-2-S222,,2025-01-06
308576,Non-Exempt,4104,Promotion,18-77-400,55113.0,2023-08-14
279968,Non-Exempt,4104,Promotion,18-2-3110,55087.0,2021-12-13
279968,Non-Exempt,4104,Promotion,18-2-3110,55087.0,2023-01-09
279968,Non-Exempt,4104,Promotion,18-2-3110,55087.0,2024-03-18
285592,Non-Exempt,4104,Promotion,18-77-702,55143.0,2021-11-15
285592,Non-Exempt,4104,Promotion,18-77-702,55143.0,2023-01-09
300300,Non-Exempt,4104,Promotion,18-798-600,55101.0,2023-04-17
324289,Non-Exempt,4104,Promotion,18-796-501,55074.0,2024-10-21
296563,Exempt,4104,Promotion,18-2-S271,55138.0,2024-02-12
289529,Exempt,4104,Promotion,18-2-S222,55123.0,2024-06-17
289529,Exempt,4104,Promotion,18-2-S222,55123.0,2025-01-20
303774,Exempt,4104,Promotion,18-2-S271,55087.0,2024-01-22
290627,Non-Exempt,4104,Promotion,18-2-3230,55123.0,2024-01-22
290627,Non-Exempt,4104,Promotion,18-2-3230,55123.0,2024-05-06
316434,Non-Exempt,4104,Promotion,18-47-102,55138.0,2024-04-08
316434,Non-Exempt,4104,Promotion,18-47-102,55138.0,2024-09-30
305543,Non-Exempt,4104,Promotion,18-41-1003,55103.0,2023-07-17
317405,Non-Exempt,4104,Promotion,18-41-1002,55100.0,2024-03-04
318411,Non-Exempt,4104,Promotion,18-40-1001,55101.0,2024-04-01
292119,Non-Exempt,4104,Promotion,18-74-700,55138.0,2024-11-11
292117,Non-Exempt,4104,Promotion,18-2-3080,55091.0,2022-12-12
308567,Non-Exempt,4104,Promotion,18-40-1002,55089.0,2023-08-28
305587,Non-Exempt,4104,Promotion,18-47-400,55113.0,2023-07-24
279851,Non-Exempt,4104,Promotion,18-2-3060,55094.0,2024-01-22
309566,Non-Exempt,4104,Promotion,18-77-101,55138.0,2024-08-19
311780,Non-Exempt,4104,Promotion,18-40-1002,55086.0,2024-10-21
272227,Non-Exempt,4104,Promotion,18-77-401,55109.0,2023-02-27
305391,Non-Exempt,4104,Promotion,18-8-1005,55123.0,2023-06-12
299579,Exempt,4104,Promotion,18-5-S507,55138.0,2024-07-01
299579,Non-Exempt,4104,Promotion,18-5-S507,55138.0,2022-11-15
299579,Non-Exempt,4104,Promotion,18-5-S507,55138.0,2023-07-24
299579,Non-Exempt,4104,Promotion,18-5-S507,55138.0,2023-12-11
283126,Non-Exempt,4104,Promotion,18-8-1006,55081.0,2021-12-06
248479,Exempt,4104,Promotion,18-5-S521,55086.0,2023-06-19
291166,Non-Exempt,4104,Promotion,18-41-1003,55094.0,2022-03-14
306698,Non-Exempt,4104,Promotion,18-5-5080,55128.0,2023-08-21
286482,Non-Exempt,4104,Promotion,18-74-601,55113.0,2021-10-25
286482,Non-Exempt,4104,Promotion,18-74-601,55113.0,2023-08-28
286482,Non-Exempt,4104,Promotion,18-74-601,55113.0,2024-04-29
292771,Non-Exempt,4104,Promotion,18-197-600,55105.0,2022-04-04
292771,Non-Exempt,4104,Promotion,18-197-600,55105.0,2024-04-08
305695,Non-Exempt,4104,Promotion,18-47-400,55113.0,2023-04-03
275805,Exempt,4104,Promotion,18-2-S231,55113.0,2022-10-17
309922,Non-Exempt,4104,Promotion,18-77-101,55113.0,2024-06-10
303057,Non-Exempt,4104,Promotion,18-64-1002,55086.0,2023-07-10
289672,Non-Exempt,4104,Promotion,18-74-500,55113.0,2021-10-25
286508,Non-Exempt,4104,Promotion,18-8-1006,55076.0,2022-01-03
295634,Exempt,4104,Promotion,18-2-S268,55093.0,2024-09-09
275638,Non-Exempt,4104,Promotion,18-6-A622,55309.0,2022-02-07
308709,Non-Exempt,4104,Promotion,18-41-1003,55123.0,2023-08-14
317012,Non-Exempt,4104,Promotion,18-2-3050,55120.0,2024-12-09
317419,Non-Exempt,4104,Promotion,18-8-1005,55126.0,2024-05-13
296913,Non-Exempt,4104,Promotion,18-2-3050,55801.0,2022-09-26
296913,Non-Exempt,4104,Promotion,18-2-3050,55801.0,2022-10-24
291116,Non-Exempt,4104,Promotion,18-41-1003,55094.0,2022-04-18
295543,Exempt,4104,Promotion,18-4-S444,5508201.0,2024-06-17
312715,Exempt,4104,Promotion,18-1-S190,,2024-08-19
286736,Non-Exempt,4104,Promotion,18-8-1006,55094.0,2021-12-06
290193,Exempt,4104,Promotion,18-4-S442,55089.0,2022-07-04
302456,Non-Exempt,4104,Promotion,18-77-702,55126.0,2023-01-23
302456,Non-Exempt,4104,Promotion,18-77-702,55126.0,2023-11-20
302456,Non-Exempt,4104,Promotion,18-77-702,55126.0,2024-08-12
295417,Non-Exempt,4104,Promotion,18-17-403,55126.0,2022-05-18
289886,Non-Exempt,4104,Promotion,18-6-A344,,2023-12-18
276560,Exempt,4104,Promotion,18-1-S169,,2023-11-27
291158,Non-Exempt,4104,Promotion,18-40-1002,55076.0,2021-12-06
318572,Non-Exempt,4104,Promotion,18-2-3220,55723.0,2024-05-13
319523,Non-Exempt,4104,Promotion,18-708-103,55301.0,2024-07-01
290471,Non-Exempt,4104,Promotion,18-2-S268,55100.0,2023-02-20
274647,Non-Exempt,4104,Promotion,18-40-1002,55076.0,2021-12-06
303671,Non-Exempt,4104,Promotion,18-2-3110,55091.0,2023-07-03
303671,Non-Exempt,4104,Promotion,18-2-3110,55091.0,2024-08-07
302973,Non-Exempt,4104,Promotion,18-30-1001,55091.0,2023-10-16
303227,Non-Exempt,4104,Promotion,18-77-405,55143.0,2023-02-13
318829,Non-Exempt,4104,Promotion,18-2-3110,55091.0,2024-10-13
284338,Non-Exempt,4104,Promotion,18-30-1001,55091.0,2022-04-25
275723,Non-Exempt,4104,Promotion,18-8-1005,55123.0,2023-08-28
244977,Non-Exempt,4104,Promotion,18-8-1005,55089.0,2023-04-03
309929,Non-Exempt,4104,Promotion,18-798-101,55107.0,2023-11-13
303222,Non-Exempt,4104,Promotion,18-41-1003,55306.0,2023-07-31
311785,Non-Exempt,4104,Promotion,18-745-100,55117.0,2023-10-16
292511,Non-Exempt,4104,Promotion,18-8-1005,55100.0,2023-05-01
291157,Non-Exempt,4104,Promotion,18-5-5100,55087.0,2022-07-18
309145,Non-Exempt,4104,Promotion,18-41-1002,55090.0,2023-07-17
309145,Non-Exempt,4104,Promotion,18-41-1002,55090.0,2023-10-02
323668,Exempt,4104,Promotion,18-4-S208,,2024-10-07
317390,Non-Exempt,4104,Promotion,18-41-1002,55109.0,2024-03-04
305744,Non-Exempt,4104,Promotion,18-40-1002,55090.0,2023-07-17
305586,Non-Exempt,4104,Promotion,18-5-5080,55113.0,2023-05-22
305586,Non-Exempt,4104,Promotion,18-5-5080,55113.0,2023-10-30
286826,Non-Exempt,4104,Promotion,18-5-S507,55126.0,2022-01-24
286826,Non-Exempt,4104,Promotion,18-5-S507,55126.0,2022-05-02
286826,Non-Exempt,4104,Promotion,18-5-S507,55126.0,2023-01-23
305652,Exempt,4104,Promotion,18-2-S260,55113.0,2024-04-15
305652,Non-Exempt,4104,Promotion,18-2-S260,55113.0,2023-03-27
305652,Non-Exempt,4104,Promotion,18-2-S260,55113.0,2023-11-20
289545,Non-Exempt,4104,Promotion,18-41-1001,55087.0,2022-07-11
290312,Exempt,4104,Promotion,18-2-3220,55115.0,2024-10-07
290312,Non-Exempt,4104,Promotion,18-2-3220,55115.0,2021-11-22
290312,Non-Exempt,4104,Promotion,18-2-3220,55115.0,2023-06-19
291743,Non-Exempt,4104,Promotion,18-2-3230,55123.0,2023-05-15
284013,Non-Exempt,4104,Promotion,18-8-1004,55105.0,2022-10-03
273472,Exempt,4104,Promotion,18-1-S147,55073.0,2021-07-26
273700,Exempt,4104,Promotion,18-2-S269,55304.0,2023-05-22
273700,Exempt,4104,Promotion,18-2-S269,55304.0,2023-07-31
258659,Exempt,4104,Promotion,18-2-S271,55094.0,2024-03-18
258659,Non-Exempt,4104,Promotion,18-2-S271,55094.0,2022-10-24
258659,Non-Exempt,4104,Promotion,18-2-S271,55094.0,2023-03-13
304902,Non-Exempt,4104,Promotion,18-5-5100,55304.0,2023-06-12
311156,Non-Exempt,4104,Promotion,18-41-1003,55123.0,2023-08-28
306650,Non-Exempt,4104,Promotion,18-6-A622,55109.0,2023-04-24
306455,Non-Exempt,4104,Promotion,18-197-500,55105.0,2023-10-02
304048,Non-Exempt,4104,Promotion,18-40-1001,55085.0,2023-07-17
317013,Non-Exempt,4104,Promotion,18-41-1001,55086.0,2024-10-14
276299,Non-Exempt,4104,Promotion,18-41-1002,55076.0,2022-06-27
320304,Exempt,4104,Promotion,18-1-S189,55723.0,2024-09-30
286085,Non-Exempt,4104,Promotion,18-197-400,55105.0,2021-11-15
322997,Non-Exempt,4104,Promotion,18-745-800,55117.0,2024-06-13
287675,Exempt,4104,Promotion,18-4-S406,55117.0,2023-08-21
299850,Non-Exempt,4104,Promotion,18-2-3050,55100.0,2022-11-21
299850,Non-Exempt,4104,Promotion,18-2-3050,55100.0,2024-06-24
307235,Non-Exempt,4104,Promotion,18-41-1002,55090.0,2023-07-31
325911,Non-Exempt,4104,Promotion,18-2-3220,55091.0,2025-02-10
319764,Non-Exempt,4104,Promotion,18-708-106,55301.0,2024-07-01
283864,Non-Exempt,4104,Promotion,18-757-502,55074.0,2022-02-28
283960,Non-Exempt,4104,Promotion,18-77-703,55105.0,2021-11-15
283960,Non-Exempt,4104,Promotion,18-77-703,55105.0,2023-03-27
283960,Non-Exempt,4104,Promotion,18-77-703,55105.0,2024-04-29
302091,Non-Exempt,4104,Promotion,18-41-1002,55094.0,2023-02-13
270688,Exempt,4104,Promotion,18-4-S444,,2021-06-21
284323,Non-Exempt,4104,Promotion,18-30-1000,55100.0,2022-09-12
292327,Non-Exempt,4104,Promotion,18-2-3080,55123.0,2022-09-12
248306,Non-Exempt,4104,Promotion,18-30-1002,55087.0,2022-09-12
303872,Non-Exempt,4104,Promotion,18-40-1001,55085.0,2023-06-19
284060,Non-Exempt,4104,Promotion,18-2-3050,55094.0,2022-09-12
305538,Non-Exempt,4104,Promotion,18-5-A522,55308.0,2023-09-25
291602,Non-Exempt,4104,Promotion,18-77-402,55113.0,2022-03-14
211424,Exempt,4104,Promotion,18-1-S187,,2024-08-01
286943,Non-Exempt,4104,Promotion,18-2-3080,55089.0,2023-10-16
286943,Non-Exempt,4104,Promotion,18-2-3080,55089.0,2023-12-04
286746,Non-Exempt,4104,Promotion,18-2-3030,55086.0,2024-07-17
291284,Non-Exempt,4104,Promotion,18-74-703,55143.0,2022-10-03
306992,Non-Exempt,4104,Promotion,18-41-1001,55093.0,2023-04-17
300967,Non-Exempt,4104,Promotion,18-2-3050,55086.0,2022-10-17
280531,Exempt,4104,Promotion,18-2-S231,55085.0,2022-06-27
280531,Exempt,4104,Promotion,18-2-S231,55085.0,2023-03-27
295333,Exempt,4104,Promotion,18-1-S187,55089.0,2023-05-22
275433,Non-Exempt,4104,Promotion,18-41-1001,55105.0,2021-12-06
286295,Non-Exempt,4104,Promotion,18-74-703,55143.0,2024-04-15
284582,Non-Exempt,4104,Promotion,18-8-1005,55094.0,2023-01-30
296163,Non-Exempt,4104,Promotion,18-5-5090,55128.0,2023-06-19
296163,Non-Exempt,4104,Promotion,18-5-5090,55128.0,2025-01-20
317477,Non-Exempt,4104,Promotion,18-708-106,55301.0,2024-07-01
243321,Exempt,4104,Promotion,18-2-S228,55106.0,2022-06-06
243321,Exempt,4104,Promotion,18-2-S228,55106.0,2023-05-29
243321,Exempt,4104,Promotion,18-2-S228,55106.0,2023-11-13
243321,Exempt,4104,Promotion,18-2-S228,55106.0,2024-12-09
299837,Non-Exempt,4104,Promotion,18-41-1001,55093.0,2023-02-13
289381,Non-Exempt,4104,Promotion,18-8-1006,55086.0,2022-03-21
307719,Non-Exempt,4104,Promotion,18-197-500,55105.0,2023-08-28
295681,Exempt,4104,Promotion,18-4-S444,55100.0,2023-10-02
295681,Exempt,4104,Promotion,18-4-S444,55100.0,2024-08-12
282566,Non-Exempt,4104,Promotion,18-757-500,55074.0,2022-04-27
305001,Non-Exempt,4104,Promotion,18-8-1005,55303.0,2023-07-17
305002,Non-Exempt,4104,Promotion,18-8-1005,55306.0,2023-03-20
284148,Non-Exempt,4104,Promotion,18-8-1005,55120.0,2023-05-01
284581,Non-Exempt,4104,Promotion,18-8-1004,55094.0,2022-01-24
308906,Non-Exempt,4104,Promotion,18-40-1001,55094.0,2023-09-18
300574,Non-Exempt,4104,Promotion,18-2-3050,55100.0,2024-06-24
305425,Non-Exempt,4104,Promotion,18-41-1003,55093.0,2023-07-24
313752,Non-Exempt,4104,Promotion,18-708-102,55304.0,2023-09-25
272324,Non-Exempt,4104,Promotion,18-47-601,55113.0,2023-02-27
286371,Non-Exempt,4104,Promotion,18-47-500,55113.0,2023-09-11
286564,Exempt,4104,Promotion,18-4-S439,55138.0,2025-02-03
305557,Non-Exempt,4104,Promotion,18-5-5080,55105.0,2023-10-30
323879,Non-Exempt,4104,Promotion,18-2-3040,55091.0,2024-08-26
323879,Non-Exempt,4104,Promotion,18-2-3040,55091.0,2024-12-16
286467,Exempt,4104,Promotion,18-1-S194,55123.0,2022-06-27
286467,Exempt,4104,Promotion,18-1-S194,55123.0,2023-05-22
289546,Non-Exempt,4104,Promotion,18-30-1000,55308.0,2023-03-13
317881,Non-Exempt,4104,Promotion,18-5-5020,55109.0,2024-07-08
301058,Non-Exempt,4104,Promotion,18-1-S189,55812.0,2022-10-31
301058,Non-Exempt,4104,Promotion,18-1-S189,55812.0,2023-06-19
301058,Non-Exempt,4104,Promotion,18-1-S189,55812.0,2023-08-07
283202,Non-Exempt,4104,Promotion,18-8-1006,55100.0,2022-01-10
281688,Non-Exempt,4104,Promotion,18-5-5010,55117.0,2021-12-06
281688,Non-Exempt,4104,Promotion,18-5-5010,55117.0,2022-10-03
311655,Exempt,4104,Promotion,18-4-S429,55113.0,2024-10-07
311655,Non-Exempt,4104,Promotion,18-4-S429,55113.0,2023-10-23
307713,Non-Exempt,4104,Promotion,18-197-500,55105.0,2023-09-18
313490,Non-Exempt,4104,Promotion,18-745-800,55117.0,2024-04-15
301225,Exempt,4104,Promotion,18-4-S429,55138.0,2023-05-29
289423,Non-Exempt,4104,Promotion,18-47-600,55143.0,2022-01-10
289423,Non-Exempt,4104,Promotion,18-47-600,55143.0,2023-01-09
276187,Exempt,4104,Promotion,18-2-S229,55089.0,2022-09-05
276187,Exempt,4104,Promotion,18-2-S229,55089.0,2024-09-02
307738,Non-Exempt,4104,Promotion,18-41-1003,55086.0,2023-06-05
290616,Non-Exempt,4104,Promotion,18-77-401,55126.0,2023-06-19
291349,Non-Exempt,4104,Promotion,18-41-1002,55105.0,2023-08-14
291071,Non-Exempt,4104,Promotion,18-8-1006,55076.0,2021-12-13
322694,Exempt,4104,Promotion,18-4-S208,55143.0,2024-11-18
322694,Non-Exempt,4104,Promotion,18-4-S208,55143.0,2024-07-01
292033,Non-Exempt,4104,Promotion,18-47-500,55113.0,2022-01-24
295587,Exempt,4104,Promotion,18-2-S234,,2023-11-20
295587,Exempt,4104,Promotion,18-2-S234,,2024-11-18
325999,Non-Exempt,4104,Promotion,18-8-1006,55086.0,2024-12-16
325994,Non-Exempt,4104,Promotion,18-8-1004,55086.0,2024-12-16
307740,Non-Exempt,4104,Promotion,18-41-1003,55093.0,2023-06-05
259532,Exempt,4104,Promotion,18-2-S268,55100.0,2023-08-14
225768,Exempt,4104,Promotion,18-2-S228,55310.0,2024-03-18
276172,Non-Exempt,4104,Promotion,18-41-1001,55094.0,2023-07-24
276167,Non-Exempt,4104,Promotion,18-41-1001,55094.0,2023-07-24
276169,Non-Exempt,4104,Promotion,18-41-1001,55094.0,2023-07-24
273986,Exempt,4104,Promotion,18-1-S194,55113.0,2022-06-27
273986,Exempt,4104,Promotion,18-1-S194,55113.0,2023-03-27
273986,Exempt,4104,Promotion,18-1-S194,55113.0,2023-05-22
312818,Exempt,4104,Promotion,18-1-S193,55105.0,2024-06-17
248415,Non-Exempt,4104,Promotion,18-74-500,55113.0,2023-09-11
304245,Non-Exempt,4104,Promotion,18-8-1006,55101.0,2023-06-05
311649,Non-Exempt,4104,Promotion,18-765-601,55303.0,2023-10-16
291587,Non-Exempt,4104,Promotion,18-2-3220,55089.0,2022-01-31
319305,Non-Exempt,4104,Promotion,18-197-600,55105.0,2024-05-27
224393,Exempt,4104,Promotion,18-2-S234,55150.0,2023-05-29
274304,Exempt,4104,Promotion,18-4-S428,55071.0,2022-02-21
284293,Non-Exempt,4104,Promotion,18-797-100,55105.0,2023-05-15
290362,Non-Exempt,4104,Promotion,18-5-5080,55093.0,2022-05-02
290362,Non-Exempt,4104,Promotion,18-5-5080,55093.0,2022-07-18
314646,Non-Exempt,4104,Promotion,18-77-103,55143.0,2023-12-18
305869,Non-Exempt,4104,Promotion,18-41-1003,55105.0,2024-02-12
248491,Exempt,4104,Promotion,18-2-S230,55143.0,2022-06-13
240224,Non-Exempt,4104,Promotion,18-2-S265,55094.0,2022-09-19
295332,Non-Exempt,4104,Promotion,18-197-400,55105.0,2024-04-08
319417,Non-Exempt,4104,Promotion,18-2-3080,55091.0,2024-12-16
275432,Non-Exempt,4104,Promotion,18-74-600,55113.0,2023-07-17
275432,Non-Exempt,4104,Promotion,18-74-600,55113.0,2023-09-11
308128,Non-Exempt,4104,Promotion,18-41-1002,55123.0,2023-07-31
304963,Non-Exempt,4104,Promotion,18-41-1003,55101.0,2023-10-16
302112,Non-Exempt,4104,Promotion,18-47-401,55143.0,2023-01-09
300734,Non-Exempt,4104,Promotion,18-2-3220,55138.0,2022-12-05
286631,Non-Exempt,4104,Promotion,18-40-1001,55076.0,2022-01-24
292241,Exempt,4104,Promotion,18-5-S507,55128.0,2024-11-25
292241,Non-Exempt,4104,Promotion,18-5-S507,55128.0,2023-08-28
292241,Non-Exempt,4104,Promotion,18-5-S507,55128.0,2023-12-18
291850,Non-Exempt,4104,Promotion,18-40-1001,55076.0,2022-06-27
109051,Non-Exempt,4104,Promotion,18-2-3220,55123.0,2023-01-16
248330,Non-Exempt,4104,Promotion,18-5-5030,5508201.0,2023-05-01
315629,Non-Exempt,4104,Promotion,18-797-100,55105.0,2025-01-27
275137,Non-Exempt,4104,Promotion,18-5-5010,55143.0,2022-10-10
275137,Non-Exempt,4104,Promotion,18-5-5010,55143.0,2023-11-06
275137,Non-Exempt,4104,Promotion,18-5-5010,55143.0,2024-06-17
298549,Non-Exempt,4104,Promotion,18-2-3060,55093.0,2023-05-22
314534,Exempt,4104,Promotion,18-2-S228,55138.0,2024-06-24
308315,Non-Exempt,4104,Promotion,18-8-1005,55103.0,2023-07-17
309048,Non-Exempt,4104,Promotion,18-5-5030,55113.0,2023-06-05
286500,Non-Exempt,4104,Promotion,18-41-1003,55094.0,2022-01-24
307696,Non-Exempt,4104,Promotion,18-40-1002,55087.0,2023-08-28
290732,Non-Exempt,4104,Promotion,18-2-3230,55087.0,2022-02-14
320172,Non-Exempt,4104,Promotion,18-5-5060,55105.0,2024-09-30
259211,Non-Exempt,4104,Promotion,18-8-1006,55086.0,2021-12-06
259211,Non-Exempt,4104,Promotion,18-8-1006,55086.0,2022-04-11
293110,Exempt,4104,Promotion,18-1-S171,,2024-11-18
307803,Non-Exempt,4104,Promotion,18-40-1001,55097.0,2023-06-19
304247,Non-Exempt,4104,Promotion,18-77-601,55113.0,2023-11-06
309265,Non-Exempt,4104,Promotion,18-41-1002,55094.0,2023-07-17
309265,Non-Exempt,4104,Promotion,18-41-1002,55094.0,2023-10-02
294122,Non-Exempt,4104,Promotion,18-77-502,55113.0,2023-01-30
307877,Non-Exempt,4104,Promotion,18-40-1001,55075.0,2023-07-17
314443,Exempt,4104,Promotion,18-2-S271,55105.0,2023-12-11
290077,Exempt,4104,Promotion,18-2-S271,55123.0,2024-01-30
290077,Non-Exempt,4104,Promotion,18-2-S271,55123.0,2021-12-06
290077,Non-Exempt,4104,Promotion,18-2-S271,55123.0,2022-11-21
290077,Non-Exempt,4104,Promotion,18-2-S271,55123.0,2023-05-01
302547,Exempt,4104,Promotion,18-4-S444,55150.0,2024-11-18
280449,Exempt,4104,Promotion,18-1-S197,,2024-10-14
322149,Non-Exempt,4104,Promotion,18-2-3100,55096.0,2024-06-05
177313,Exempt,4104,Promotion,18-1-S169,,2023-10-02
177313,Exempt,4104,Promotion,18-1-S169,,2024-07-29
177313,Exempt,4104,Promotion,18-1-S169,,2024-12-02
283697,Non-Exempt,4104,Promotion,18-30-1000,55085.0,2023-03-13
284339,Non-Exempt,4104,Promotion,18-74-601,55113.0,2021-11-08
284339,Non-Exempt,4104,Promotion,18-74-601,55113.0,2022-08-08
285994,Non-Exempt,4104,Promotion,18-8-1004,55087.0,2022-01-24
318828,Non-Exempt,4104,Promotion,18-30-1001,55091.0,2025-01-06
293830,Non-Exempt,4104,Promotion,18-8-1005,55123.0,2022-07-18
298396,Exempt,4104,Promotion,18-2-S229,55113.0,2023-05-22
298396,Exempt,4104,Promotion,18-2-S229,55113.0,2024-06-17
285326,Non-Exempt,4104,Promotion,18-8-1004,55094.0,2022-10-03
296207,Exempt,4104,Promotion,18-2-S270,55091.0,2023-05-22
296207,Exempt,4104,Promotion,18-2-S270,55091.0,2023-08-28
296207,Exempt,4104,Promotion,18-2-S270,55091.0,2024-05-27
299074,Non-Exempt,4104,Promotion,18-8-1005,55101.0,2023-10-16
299074,Non-Exempt,4104,Promotion,18-8-1005,55101.0,2024-05-06
282249,Exempt,4104,Promotion,18-2-S261,55091.0,2023-04-03
319405,Non-Exempt,4104,Promotion,18-296-500,55723.0,2024-04-15
